keyword,location,page,position,company,companyRating,companyReviewCount,highlyRatedEmployer,jobkey,jobTitle,jobLocationCity,jobLocationPostal,jobLocationState,maxSalary,minSalary,salaryType,pubDate,jobDescription
software engineer,California,3,5,Adobe,4.3,776,,44418cc6bc111daf,Software Development Engineer,San Jose,95110,CA,0,0,none,1691989200000,
software engineer,California,3,6,RippleMatch Opportunities,0,0,,d3f626e56943cf18,"Figma - Software Engineer, Early Career (2024), application via RippleMatch",San Francisco,,CA,93130.39,73549.766,93130.39,1692594000000,
software engineer,California,3,7,Wells Fargo,3.7,44890,,a553d1c7985748d1,2024 Technology Early Career Development Program (Software or Data Engineer),San Francisco,,CA,0,0,none,1691557200000,
software engineer,California,3,8,Anthropic,0,0,,d2d4639a4eaf276a,"Software Engineer, Product",San Francisco,,CA,0,0,none,1674453600000,
software engineer,California,3,9,Everlaw,0,0,,9720911f84d2acff,Software Engineer,Oakland,,CA,0,0,none,1694408400000,
software engineer,California,3,10,Cadence Design Systems,4.2,228,,ef1a0fde3a77bd4d,Software Engineer,San Jose,,CA,0,0,none,1693976400000,
software engineer,California,3,11,Arize AI,0,0,,86af82b726a8ac9d,Frontend Engineer,Berkeley,,CA,0,0,none,1630558800000,
software engineer,California,3,12,Los Angeles County Department of Human Resources,4,588,,d0923e617ce34856,SOFTWARE ENGINEER,,,CA,0,0,none,1680498000000,
software engineer,California,3,13,AmmaluIT,0,0,,6e29a9d1e497b62c,Golang Developer,Sunnyvale,,CA,0,0,none,1694581200000,
software engineer,California,3,14,ServiceNow,3.7,236,,5d13fbad315e140a,Software Engineer,Santa Clara,95054,CA,0,0,none,1694840400000,
software engineer,California,4,0,Lewiz communications,4.5,2,,3ffa229dacbb6538,Jr. Software Engineer,San Jose,95157,CA,141063.88,111405.25,141063.88,1552626000000,
software engineer,California,4,1,PayPal,3.9,1750,,48b045269b4c2723,Software Engineer 2,San Jose,,CA,135130.08,106719.03,135130.08,1693630800000,
software engineer,California,4,2,Lawrence Livermore National Laboratory,4.2,206,,54fe8327ab0e216c,Software Developer-Early Career,Livermore,,CA,0,0,none,1694408400000,
software engineer,California,4,3,AppLovin,4.6,5,,73f6c9b0826f5280,"Software Engineer II, C++ Backend",Palo Alto,94301,CA,0,0,none,1692334800000,
software engineer,California,4,4,NVIDIA,4.2,270,,9883d6827efde1c8,GPU Performance Software Engineer - New College Grad 2023,Santa Clara,,CA,0,0,none,1693371600000,
software engineer,California,4,5,Hatch IT,0,0,,c70101e14bfcc4d1,Software Engineer (Frontend),San Francisco,,CA,0,0,none,1692680400000,
software engineer,California,4,6,Notion,0,0,,7177b4094a136c07,"Software Engineer, Desktop",San Francisco,,CA,0,0,none,1692680400000,
software engineer,California,4,7,Adobe,4.3,776,,ef959328306445e8,Software Development Engineer,San Jose,95110,CA,0,0,none,1690779600000,
software engineer,California,4,8,Prelim,4.5,2,,d1137a00845057ca,Software Engineer,San Francisco,,CA,0,0,none,1686459600000,
software engineer,California,4,9,Avenue Code,4.2,17,,34c068db047b6083,Java Engineer,San Francisco,,CA,0,0,none,1694408400000,
software engineer,California,4,10,Amazon.com Services LLC,3.5,44527,,2cc749df17302a3c,Jr. Software Development Engineer,San Luis Obispo,93401,CA,0,0,none,1691989200000,
software engineer,California,4,11,INTEL,4.1,6109,,05177bf8ea28f11b,System Software Engineer - Intel Foundry,Santa Clara,,CA,0,0,none,1694494800000,
software engineer,California,4,12,Salesforce,4.3,1077,,bb395a6584f5d8fe,Software Engineering MTS,San Francisco,94105,CA,0,0,none,1694149200000,
software engineer,California,4,13,CA-One Tech Cloud Inc,0,0,,a676d80f5aa97ec5,Fulltime only W2 Java Full Stack Developer,Palo Alto,,CA,0,0,none,1694581200000,
software engineer,California,4,14,KLA,3.9,248,,1ea58795107d51e7,Software Engineer (E),Milpitas,,CA,0,0,none,1691384400000,
