keyword,location,page,position,company,companyRating,companyReviewCount,highlyRatedEmployer,jobkey,jobTitle,jobLocationCity,jobLocationPostal,jobLocationState,maxSalary,minSalary,salaryType,pubDate
software engineer,California,5,12,Apple,4.1,12265,,42b0e8b86c42658a,Software Engineer - Big Data Technologies,San Diego,,CA,0,0,none,1694235600000
software engineer,California,5,13,FLEETCOR,3,806,,40ca3a86c95371b6,Site Reliability Engineer,Elk Grove,,CA,0,0,none,1684904400000
software engineer,California,5,14,Neuralink,0,0,,aa4dca6ed5ec2319,"Software Engineer, Robotics",Fremont,,CA,0,0,none,1693198800000
software engineer,California,3,0,Rubrik Job Board,0,0,,9abb4fca6b31abf4,Software Engineer,Palo Alto,,CA,0,0,none,1694062800000
software engineer,California,3,1,Apple,4.1,12265,,99d91f28a7f390ea,Software Engineering (SWE) Early Career Opportunities,San Diego,,CA,0,0,none,1694667600000
software engineer,California,3,2,Lawrence Livermore National Laboratory,4.2,206,,54fe8327ab0e216c,Software Developer-Early Career,Livermore,,CA,0,0,none,1694408400000
software engineer,California,3,3,First American Financial Corporation,3.8,2146,,d6482a90f4f6ec2a,REMOTE - Full Stack Engineer,Santa Ana,,CA,0,0,none,1693544400000
software engineer,California,3,4,Wells Fargo,3.7,44890,,889ad3581dbd2755,Software Engineer,San Francisco,,CA,0,0,none,1694408400000
software engineer,California,3,5,Hatch IT,0,0,,c70101e14bfcc4d1,Software Engineer (Frontend),San Francisco,,CA,0,0,none,1692680400000
software engineer,California,3,6,NVIDIA,4.2,270,,9883d6827efde1c8,GPU Performance Software Engineer - New College Grad 2023,Santa Clara,,CA,0,0,none,1693371600000
software engineer,California,3,7,VMware,4.1,1048,,49649bf87f07ae4b,"Software Engineer - vSAN Palo Alto, CA",Palo Alto,,CA,166551.52,131534.14,166551.52,1694149200000
software engineer,California,3,8,Verkada,3.3,9,,8a1db620bc403946,Security Software Engineer - University Graduate 2024,San Mateo,,CA,0,0,none,1693285200000
software engineer,California,3,9,Adobe,4.3,776,,76cd0fe57f357f9c,Software Development Engineer,San Jose,95110,CA,0,0,none,1683090000000
software engineer,California,3,10,"Zoom Video Communications, Inc.",3.8,21,,53f18c02cb0fb5eb,Software Development Engineer,San Jose,95113,CA,0,0,none,1694581200000
software engineer,California,3,11,TikTok,3.5,153,,cd7ed8ef8095b3b8,Software Engineer Graduate (Monetization Technology-Big Data) - 2024 Start (BS/MS),San Jose,,CA,0,0,none,690703200000
software engineer,California,3,12,Adobe,4.3,776,,ef959328306445e8,Software Development Engineer,San Jose,95110,CA,0,0,none,1690779600000
software engineer,California,3,13,Workday,3.9,160,,6e04a1ed98d272f9,Software Development Engineer - Recruiting Development,Pleasanton,,CA,0,0,none,1694581200000
software engineer,California,3,14,DeepVu,0,0,,4362f4c1e2ff4ec4,Sr. Backend Software Engineer,Berkeley,94704,CA,180841.05,142819.3,180841.05,1610344800000
software engineer,California,4,0,Amazon.com Services LLC,3.5,44527,,2cc749df17302a3c,Jr. Software Development Engineer,San Luis Obispo,93401,CA,0,0,none,1691989200000
software engineer,California,4,1,AppLovin,4.6,5,,73f6c9b0826f5280,"Software Engineer II, C++ Backend",Palo Alto,94301,CA,0,0,none,1692334800000
software engineer,California,4,2,KLA,3.9,248,,1ea58795107d51e7,Software Engineer (E),Milpitas,,CA,0,0,none,1691384400000
software engineer,California,4,3,One Wheel,0,0,,899b2449593b8bb1,Software Engineer,Santa Cruz,,CA,125019.78,98734.42,125019.78,1555218000000
software engineer,California,4,4,Atomic,0,0,,fb5e16c5bea5f594,Full-Stack Software Engineer,,,CA,0,0,none,1693198800000
software engineer,California,4,5,Ojas Innovative Technologies,0,0,,6156258e46344bf0,Software Engineer,Los Angeles,,CA,137196.86,108351.27,137196.86,1655874000000
software engineer,California,4,6,TikTok,3.5,153,,dede95cb4eb4ee1e,"Backend Software Engineer, Content E-commerce",San Jose,,CA,0,0,none,1694494800000
software engineer,California,4,7,Salesforce,4.3,1077,,6acb6444419df011,Software Engineering MTS,San Francisco,,CA,0,0,none,1693458000000
software engineer,California,4,8,Oracle,3.8,6958,,7ef0584bcf062d4d,Software Developer 4,,,CA,133466.44,105405.18,133466.44,1693285200000
software engineer,California,4,9,Adobe,4.3,776,,33882ad49837bf33,2024 University Graduate - Machine Learning Engineer,San Jose,95110,CA,0,0,none,1694149200000
software engineer,California,4,10,Neuralink,0,0,,aa4dca6ed5ec2319,"Software Engineer, Robotics",Fremont,,CA,0,0,none,1693198800000
software engineer,California,4,11,Apple,4.1,12265,,42b0e8b86c42658a,Software Engineer - Big Data Technologies,San Diego,,CA,0,0,none,1694235600000
software engineer,California,4,12,VMware,4.1,1048,,0266fd176324c33a,"Software Engineer - vSAN Palo Alto, CA",Palo Alto,,CA,166551.52,131534.14,166551.52,1694149200000
software engineer,California,4,13,Salesforce,4.3,1077,,bb395a6584f5d8fe,Software Engineering MTS,San Francisco,94105,CA,0,0,none,1694149200000
software engineer,California,4,14,Panasonic Avionics Corporation,3.5,356,,b3da6d614b09e2de,"MTS I, Software Engineer",Irvine,92612,CA,100050.98,79015.305,100050.98,1691038800000
software engineer,California,2,0,Oracle,3.8,6958,,a41f0fe77ce965db,Software Developer 4,,,CA,132994.66,105032.586,132994.66,1693198800000
software engineer,California,2,1,Everlaw,0,0,,9720911f84d2acff,Software Engineer,Oakland,,CA,0,0,none,1694408400000
software engineer,California,2,2,Edmunds.com,3.4,49,,389262f53a44ba06,Software Engineer,Santa Monica,90404,CA,0,0,none,1689138000000
software engineer,California,2,3,Cadence Design Systems,4.2,228,,ef1a0fde3a77bd4d,Software Engineer,San Jose,,CA,0,0,none,1693976400000
software engineer,California,2,4,Notion,0,0,,7177b4094a136c07,"Software Engineer, Desktop",San Francisco,,CA,0,0,none,1692680400000
software engineer,California,2,5,Salesforce,4.3,1077,,cd553f9f1aaa6f7d,Software Engineer LMTS,San Francisco,,CA,0,0,none,1694149200000
software engineer,California,2,6,Descript,0,0,,2515e679b1d9624e,Software Engineer - Frontend,San Francisco,,CA,0,0,none,1688706000000
software engineer,California,2,7,Avenue Code,4.2,17,,34c068db047b6083,Java Engineer,San Francisco,,CA,0,0,none,1694408400000
software engineer,California,2,8,Lewiz communications,4.5,2,,3ffa229dacbb6538,Jr. Software Engineer,San Jose,95157,CA,141063.88,111405.25,141063.88,1552626000000
software engineer,California,2,9,PayPal,3.9,1750,,48b045269b4c2723,Software Engineer 2,San Jose,,CA,135130.08,106719.03,135130.08,1693630800000
software engineer,California,2,10,Anthropic,0,0,,d2d4639a4eaf276a,"Software Engineer, Product",San Francisco,,CA,0,0,none,1674453600000
software engineer,California,2,11,Prelim,4.5,2,,d1137a00845057ca,Software Engineer,San Francisco,,CA,0,0,none,1686459600000
software engineer,California,2,12,Fitbit,4.3,4919,,40e44599709af914,"Software Engineer, Fitbit",San Diego,,CA,0,0,none,1692939600000
software engineer,California,2,13,BAE Systems,3.8,1243,,300d0b0c8f1aaec8,2024 Entry Level Software Engineer,San Diego,92127,CA,0,0,none,1694667600000
software engineer,California,2,14,Los Angeles County Department of Human Resources,4,588,,d0923e617ce34856,SOFTWARE ENGINEER,,,CA,0,0,none,1680498000000
software engineer,California,6,0,Swing Education,4.2,172,,43f0272f01f4107c,Software Engineer,,,CA,0,0,none,1693285200000
software engineer,California,6,1,Intuit,4.2,2032,,1322cfe0e6fe2fe1,Senior Backend Software Engineer,San Diego,92129,CA,155546.67,122843.05,155546.67,1693198800000
software engineer,California,6,2,Adobe,4.3,776,,19fe1ea8bfb4c212,Full Stack Software Development Engineer,San Jose,95110,CA,0,0,none,1688533200000
software engineer,California,6,3,TikTok,3.5,153,,2d282ef246031a60,Software Engineer Graduate (Monetization Technology - Creative and Ecosystem)- 2024 Start (BS/MS),San Jose,,CA,0,0,none,1692853200000
software engineer,California,6,4,TikTok,3.5,153,,a6372dd32a50e7bf,Software Engineer Graduate (Monetization Technology - Apps Ads & Gaming) - 2024 Start (BS/MS/PhD),San Jose,,CA,0,0,none,1692766800000
software engineer,California,6,5,Caspex,0,0,,6bfe3cfcedcd05d6,Software Engineer,Fremont,94539,CA,142424.56,112479.85,142424.56,1666933200000
software engineer,California,6,6,Salesforce,4.3,1077,,8b8d70144d676b06,Software Engineering LMTS,San Francisco,94105,CA,0,0,none,1694581200000
software engineer,California,6,7,Cisco Systems,4.1,6310,,cf7d56a7ef48276c,Software Engineer I (Co-Op) United States,San Jose,,CA,128868.36,101773.84,128868.36,1690952400000
software engineer,California,6,8,Cadence Design Systems,4.2,228,,6c8cbab9b08cfe6e,"Software Engineer (Scientific Computing, Numerical Analysis, Optimization)",San Jose,,CA,0,0,none,1692075600000
software engineer,California,6,9,"Obsidian Entertainment, Inc.",4.3,4,,acf5aa38b149fef4,Gameplay Programmer (All Levels),Irvine,92618,CA,0,0,none,1692075600000
software engineer,California,6,10,Ojas Innovative Technologies,0,0,,1632e183120f91c4,Software Engineer,Los Angeles,,CA,140149.58,110683.19,140149.58,1655874000000
software engineer,California,6,11,TikTok,3.5,153,,8bf9ba50b80c63df,Software Engineer Graduate (Algorithm Engine) - 2024 Start (BS/MS),San Jose,,CA,0,0,none,1692075600000
software engineer,California,6,12,Skydera,0,0,,3134b4a647e51a79,Software Engineer -- Frontend,Palo Alto,94301,CA,145220.08,114687.62,145220.08,1690434000000
software engineer,California,6,13,Notion,0,0,,ce4a1e8409562a5a,"Software Engineer, Developer Infrastructure",San Francisco,,CA,0,0,none,1693371600000
software engineer,California,6,14,AppLovin,4.6,5,,79b1a2f8b7e402ba,"Software Engineer II, C++ Backend",Palo Alto,94301,CA,166117.6,131191.44,166117.6,1692594000000
